,source_url,test_name,grade,Logical Fallacy Types,sentence,canocalized_fallacy_types,fallacy_types
6566,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,contains tu quoque,"America keeps telling China to be more respecting of journalism, but why don't they stop the American propaganda first?",tu quoque,tu quoque
6568,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Tu Quoque,"Wilma: You cheated on your income tax. Don't you realize that's wrong?
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?",tu quoque,tu quoque
40978,https://quizizz.com/admin/quiz/5f886ce55bec10001beda125/logical-fallacy-practice,Logical Fallacy Practice,9th grade,Tu Quoque,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true.",tu quoque,tu quoque
43882,https://quizizz.com/admin/quiz/5ea610d8dfd291001e9f05b0/fallacies-attp-sm,Fallacies: AttP & SM,9th - 12th grade,Tu Quoque,Dismissing someone's viewpoint on an issue because he himself is inconsistent in that very thing.,tu quoque,tu quoque
45360,https://quizizz.com/admin/quiz/5e15d293351ef5001bd0e625/traditional-logic-chapter-review,Traditional Logic 1: Chapter 4 Review,7th - 9th grade,Tu quoque,"Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college.",tu quoque,tu quoque
46420,https://quizizz.com/admin/quiz/5e5ec9b7591104001fe2fa8a/logic-guide-pt,Logic Guide Pt. 2,12th grade,You Too Fallacy,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.

Hugh: You eat fat burgers all the time so that can’t be true.",tu quoque,you too
46458,https://quizizz.com/admin/quiz/5f6c8014620e4f001b01d290/logic-unit-quiz,Logic Unit 1 Quiz,8th grade,Tu Quoque,"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!",tu quoque,tu quoque
2830,https://quizizz.com/admin/quiz/5f948dcbedafcd001e0c5506/logical-fallacies,Logical Fallacies,10th grade,transfer/guilt by association,"""I had a bad teacher once; therefore, all teachers must be bad.""",association fallacy,guilt by association
100,https://quizizz.com/admin/quiz/5e567bd2b92c06001b7421e0/logical-fallacies,Logical Fallacies,8th grade,Guilt by Association,"Victor, the company you work for just filed for bankruptcy! How can I trust you with our money?",association fallacy,guilt by association
221,https://quizizz.com/admin/quiz/59e0bb2907cae4120026ca4d/logical-fallacies,Logical Fallacies,8th - 12th grade,Guilt by Association,"Don't use iPhones. Teachers use iPhones and teachers are extremely dorky. If you use an iPhone, you will be dorky like a teacher!",association fallacy,guilt by association
379,https://quizizz.com/admin/quiz/5e2667ae03fa67001b3a085b/logical-fallacies,Logical Fallacies,10th - 12th grade,Guilt By Association,"""Tyler's friends are all obnoxious, he's a bad kid,"" Which Fallacy does this statement use?",association fallacy,guilt by association
478,https://quizizz.com/admin/quiz/608aa4ecb8575b001cc6ef62/logical-fallacies,logical fallacies,9th - 12th grade,guilt by association,"She has always associated with shady people, so she must not be trustworthy.",association fallacy,guilt by association
45915,https://quizizz.com/admin/quiz/5ba47346e4fc100019e0c6da/logical-fallacy-examples,Logical Fallacy examples,9th - 12th grade,Is this GUILT BY ASSOCIATION (a negative association intended to discredit someone or something) ?,"Dean, the company you work for just filed for bankruptcy! How can I trust you with our money?",association fallacy,guilt by association
1066,https://quizizz.com/admin/quiz/5ad4e7ecdc7f09001a7e8c79/logical-fallacies,Logical Fallacies,7th - 8th grade,guilt by association: a negative association intended to discredit someone or something,"Paige wants to play a guitar solo on our next recording. Her father is a horrible musician, though, so I doubt that Paula's any good either.",association fallacy,guilt by association
1388,https://quizizz.com/admin/quiz/606f1a28b1113a001b6d6ba2/logical-fallicies,Logical Fallicies,5th - 6th grade,guilt by association: a negative association intended to discredit someone or something,"Don't try to tell me that you only watch educational programming, Emmy! I know for a fact that your sister only watches reality television.",association fallacy,guilt by association
1391,https://quizizz.com/admin/quiz/606f1a28b1113a001b6d6ba2/logical-fallicies,Logical Fallicies,5th - 6th grade,guilt by association: a negative association intended to discredit someone or something,Did you really vote for Donald as class treasurer? Didn't you hear that his uncle was imprisoned for embezzling $1.5 million?,association fallacy,guilt by association
2920,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Guilt by Association,"James, the company you work for just filed for bankruptcy! How can I trust you with our money?",association fallacy,guilt by association
2938,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Guilt by Association,"Laura is the class president. She believes that the class should sponsor a dance as a fundraiser. Then she learns that a group of girls that she doesn't like also support the idea of a dance as a fundraiser. So, Laura changes her mind and decides that the class should plan a race instead.",association fallacy,guilt by association
40610,https://quizizz.com/admin/quiz/5dd2afe64b69e5001b01d3ad/ethical-fallacies,Ethical Fallacies,11th - 12th grade,Guilt by Association,"Eugene is silly in class. Harry is his friend, so Harry must be silly, too.",association fallacy,guilt by association
46044,https://quizizz.com/admin/quiz/5fa5924f4bc06f001bf18f58/logical-fallacy-quiz-swhs,Logical Fallacy Quiz SWHS,9th - 12th grade,Guilt by Association,"""She's definitely a feminist; she watched the Democratic National Convention"" IS an example of this fallacy.",association fallacy,guilt by association
43055,https://quizizz.com/admin/quiz/5f4fefa7bcecef001bc53df6/logical-fallacies,Logical Fallacies,10th grade,moral equivalence,"""Russia has a terrible human rights record."" ""Well, the United States has done plenty of bad things."" -the President when confronted about Russia's human rights abuses.",moral equivalence,moral equivalence
43056,https://quizizz.com/admin/quiz/5f4fefa7bcecef001bc53df6/logical-fallacies,Logical Fallacies,10th grade,moral equivalence,Trans fats are as bad as biological weapons.,moral equivalence,moral equivalence
2259,https://quizizz.com/admin/quiz/5df18450e0d780001ef69064/logical-fallacies-set,Logical Fallacies Set 3,9th - 12th grade,"equivocation--I'm using ""done my homework"" to mean something different from what she means.","If I tell my teacher I have done my homework, but I have only done part of it, I am using",equivocation,equivocation
895,https://quizizz.com/admin/quiz/6008a28719b947001bd69514/logical-fallacies-and-evidence,Logical Fallacies and Evidence,9th - 11th grade,Equivocation,The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.,equivocation,equivocation
909,https://quizizz.com/admin/quiz/5bda0decd6aa6b001d38528e/logical-fallacies,Logical Fallacies 1-5,12th grade,Ambiguity fallacy,"It is said that we have a good understanding of our universe. Therefore, we know exactly how it began and when.",equivocation,ambiguity
1103,https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies,Logical Fallacies,9th - 12th grade,equivocation,“I don’t understand why you’re saying I broke a promise. I said I’d never speak again to my ex-girlfriend. And I didn’t. I just sent her a quick text.”,equivocation,equivocation
1756,https://quizizz.com/admin/quiz/5fd38f9d790f6c001b94a240/logical-fallacies,Logical Fallacies,6th - 8th grade,Equivocation,"""Of course I can read Spanish! Look, I just finished this book by Jorge Luis Borges!""
""You lie! Borges isn't Spanish. He's from Argentina.""",equivocation,equivocation
2587,https://quizizz.com/admin/quiz/600a16eae0ec11001c2283fb/logical-fallacies-practice,7-8 Logical Fallacies Practice,12th grade,Equivocation,"The officer told me to freeze but it was too hot out to be freezing, so I was justified in running away.",equivocation,equivocation
2902,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,moral equivalence,"""Russia has a terrible human rights record.""
""Well, the United States has done plenty of bad things, but we aren't a bad country, so Russia isn't, either."" -the President when confronted about Russia's human rights abuses.",moral equivalence,moral equivalence
2931,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Moral Equivalence,"When an animal rights activist says, ""Keeping a dog as a pet is every bit as evil as human slavery. Pet owners are the KKK of the 21st century,"" they are committing what logical fallacy?",moral equivalence,moral equivalence
2940,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Equivocation/Play on Words,"Sugar is an essential component of the body...a key material in all sorts of metabolic processes,' neglecting the fact that it is glucose (blood sugar) not ordinary table sugar (sucrose) that is the vital nourishment.",equivocation,equivocation
2941,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Equivocation/Play on Words,"""I see nobody on the road,"" said Alice.
""I only wish I had such eyes,"" the king remarked...""To be able to see Nobody! And at that distance, too! Why it's as much as I can do to see real people, by this light.""",equivocation,equivocation
3669,https://quizizz.com/admin/quiz/5f4ef49af4fc7d001bb62ccb/nonfiction-basic-persuasive-devices-review,Nonfiction - Basic Persuasive Devices Review,10th - 12th grade,Moral equivalence,"A logical fallacy that compares minor misdeeds with major atrocities, suggesting that both are equally immoral.",moral equivalence,moral equivalence
3871,https://quizizz.com/admin/quiz/5f91a8f01eb916001c015110/rhetorical-fallacies,Rhetorical Fallacies,11th grade,Moral Equivalence,"Boy , those sound like pretty terrible, epicly fascist (hint) robots.",moral equivalence,moral equivalence
4450,https://quizizz.com/admin/quiz/5d90f216d258e4001a11c33c/fun-with-fallacies,Fun? With Fallacies,11th grade,Equivocation,"All stars are exploding balls of gas.
Miley Cyrus is a star.
Therefore, Miley Cyrus is an exploding ball of gas",equivocation,equivocation
26606,https://quizizz.com/admin/quiz/5da51e9c97d927001a6730fb/debate-fallacy-proposition-listening-and-language,"Debate (Fallacy, Proposition, Listening and Language)",University,Ambiguity,"The police said they suspect several people of setting the fire. Therefore, I can't be under suspicion because I was alone all night.",equivocation,ambiguity
26611,https://quizizz.com/admin/quiz/5da51e9c97d927001a6730fb/debate-fallacy-proposition-listening-and-language,"Debate (Fallacy, Proposition, Listening and Language)",University,equivocation,"only man is rational
no women is man
Therefore, no women is rational",equivocation,equivocation
38297,https://quizizz.com/admin/quiz/610b247eaba1ad001c963c21/detective-fallacy,Detective Fallacy 2.0,11th grade,Equivocation,"Whatever happens by chance should be punished, because whatever happens by chance is a departure from law and all departures from law should be punished.

Identify the logical fallacy commited in this argument.",equivocation,equivocation
38945,https://quizizz.com/admin/quiz/5f721b51788f0a001bd242c3/fallacies,Fallacies,9th - 12th grade,Moral Equivalence,Keeping a dog as a pet is every bit as evil as human slavery.,moral equivalence,moral equivalence
40600,https://quizizz.com/admin/quiz/5dd2afe64b69e5001b01d3ad/ethical-fallacies,Ethical Fallacies,11th - 12th grade,Moral Equivalence,Compares minor problems with much more serious crimes,moral equivalence,moral equivalence
40612,https://quizizz.com/admin/quiz/5dd2afe64b69e5001b01d3ad/ethical-fallacies,Ethical Fallacies,11th - 12th grade,Moral Equivalence,This dress code is so bad I feel like I'm in prison.,moral equivalence,moral equivalence
43051,https://quizizz.com/admin/quiz/5f4fefa7bcecef001bc53df6/logical-fallacies,Logical Fallacies,10th grade,Moral Equivalence,Labor unions in America are just as bad as Russia under Stalin!,moral equivalence,moral equivalence
42874,https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies,Logical Fallacies,11th grade,Moral Equivalence,"You call the Marcoses murderers and plunderers yet you cannot lend me money for my school project, murdering my chance for a higher grade. You are just like them.",moral equivalence,moral equivalence
42941,https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies,Logical Fallacies,12th - University grade,Moral Equivalence,"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh.""",moral equivalence,moral equivalence
